Contrat;Date et heure;kWh;Code de consommation;Température moyenne (°C);Code de température
315107746;2022-10-10 13:00:00;0.24;R;11;R
314004824;2022-10-10 14:00:00;0.18;R;11;R
315107746;2022-10-10 14:00:00;0.33;R;11;R
315107746;2022-10-10 15:00:00;0.38;R;10;R
314004824;2022-10-10 15:00:00;0.21;R;10;R
314004824;2022-10-10 16:00:00;0.23;R;9;R
315107746;2022-10-10 16:00:00;0.37;R;9;R
314004824;2022-10-10 17:00:00;0.14;R;9;R
315107746;2022-10-10 17:00:00;0.4;R;9;R
315107746;2022-10-10 18:00:00;1.91;R;7;R
314004824;2022-10-10 18:00:00;0.27;R;7;R
315107746;2022-10-10 19:00:00;2.99;R;7;R
314004824;2022-10-10 19:00:00;0.24;R;7;R
315107746;2022-10-10 20:00:00;0.46;R;6;R
314004824;2022-10-10 20:00:00;0.07;R;6;R
315107746;2022-10-10 21:00:00;1.96;R;5;R
314004824;2022-10-10 21:00:00;0.22;R;5;R
314004824;2022-10-10 22:00:00;0.22;R;4;R
315107746;2022-10-10 22:00:00;4.32;R;4;R
314004824;2022-10-10 23:00:00;0.24;R;5;R
315107746;2022-10-10 23:00:00;0.84;R;5;R
315107746;2022-10-11 00:00:00;0.4;R;5;R
314004824;2022-10-11 00:00:00;0.19;R;5;R
314004824;2022-10-11 01:00:00;0.14;R;3;R
315107746;2022-10-11 01:00:00;0.5;R;3;R
314004824;2022-10-11 02:00:00;0.07;R;3;R
315107746;2022-10-11 02:00:00;1.04;R;3;R
314004824;2022-10-11 03:00:00;0.16;R;4;R
315107746;2022-10-11 03:00:00;0.71;R;4;R
315107746;2022-10-11 04:00:00;0.74;R;4;R
314004824;2022-10-11 04:00:00;0.07;R;4;R
314004824;2022-10-11 05:00:00;0.14;R;4;R
315107746;2022-10-11 05:00:00;0.81;R;4;R
314004824;2022-10-11 06:00:00;0.07;R;5;R
315107746;2022-10-11 06:00:00;0.71;R;5;R
315107746;2022-10-11 07:00:00;0.64;R;7;R
314004824;2022-10-11 07:00:00;0.11;R;7;R
315107746;2022-10-11 08:00:00;0.65;R;9;R
314004824;2022-10-11 08:00:00;0.1;R;9;R
315107746;2022-10-11 09:00:00;1.1;R;10;R
314004824;2022-10-11 09:00:00;0.19;R;10;R
315107746;2022-10-11 10:00:00;1.04;R;11;R
314004824;2022-10-11 10:00:00;0.14;R;11;R
315107746;2022-10-11 11:00:00;0.81;R;12;R
314004824;2022-10-11 11:00:00;0.09;R;12;R
315107746;2022-10-11 12:00:00;3.49;R;14;R
314004824;2022-10-11 12:00:00;0.18;R;14;R
314004824;2022-10-11 13:00:00;0.31;R;15;R
315107746;2022-10-11 13:00:00;0.79;R;15;R
315107746;2022-10-11 14:00:00;0.62;R;16;R
314004824;2022-10-11 14:00:00;0.15;R;16;R
315107746;2022-10-11 15:00:00;0.36;R;16;R
314004824;2022-10-11 15:00:00;0.22;R;16;R
314004824;2022-10-11 16:00:00;0.12;R;14;R
315107746;2022-10-11 16:00:00;0.89;R;14;R
315107746;2022-10-11 17:00:00;0.29;R;13;R
314004824;2022-10-11 17:00:00;0.08;R;13;R
315107746;2022-10-11 18:00:00;0.26;R;13;R
314004824;2022-10-11 18:00:00;0.13;R;13;R
314004824;2022-10-11 19:00:00;0.07;R;11;R
315107746;2022-10-11 19:00:00;0.34;R;11;R
315107746;2022-10-11 20:00:00;0.31;R;11;R
314004824;2022-10-11 20:00:00;0.14;R;11;R
315107746;2022-10-11 21:00:00;0.3;R;11;R
314004824;2022-10-11 21:00:00;0.07;R;11;R
315107746;2022-10-11 22:00:00;0.24;R;10;R
314004824;2022-10-11 22:00:00;0.15;R;10;R
315107746;2022-10-11 23:00:00;1.07;R;10;R
314004824;2022-10-11 23:00:00;0.14;R;10;R
315107746;2022-10-12 00:00:00;1.97;R;9;R
314004824;2022-10-12 00:00:00;0.19;R;9;R
315107746;2022-10-12 01:00:00;0.24;R;8;R
314004824;2022-10-12 01:00:00;0.07;R;8;R
315107746;2022-10-12 02:00:00;0.26;R;8;R
314004824;2022-10-12 02:00:00;0.15;R;8;R
315107746;2022-10-12 03:00:00;0.29;R;8;R
314004824;2022-10-12 03:00:00;0.07;R;8;R
315107746;2022-10-12 04:00:00;0.76;R;8;R
314004824;2022-10-12 04:00:00;0.15;R;8;R
315107746;2022-10-12 05:00:00;0.28;R;8;R
314004824;2022-10-12 05:00:00;0.08;R;8;R
315107746;2022-10-12 06:00:00;0.31;R;9;R
314004824;2022-10-12 06:00:00;0.14;R;9;R
314004824;2022-10-12 07:00:00;0.09;R;11;R
315107746;2022-10-12 07:00:00;0.39;R;11;R
314004824;2022-10-12 08:00:00;0.12;R;14;R
315107746;2022-10-12 08:00:00;0.45;R;14;R
315107746;2022-10-12 09:00:00;0.39;R;16;R
314004824;2022-10-12 09:00:00;0.1;R;16;R
314004824;2022-10-12 10:00:00;0.21;R;18;R
315107746;2022-10-12 10:00:00;0.53;R;18;R
314004824;2022-10-12 11:00:00;0.13;R;19;R
315107746;2022-10-12 11:00:00;2.04;R;19;R
314004824;2022-10-12 12:00:00;0.14;R;20;R
315107746;2022-10-12 12:00:00;0.43;R;20;R
315107746;2022-10-12 13:00:00;0.26;R;20;R
314004824;2022-10-12 13:00:00;0.15;R;20;R
314004824;2022-10-12 14:00:00;0.11;R;20;R
315107746;2022-10-12 14:00:00;0.25;R;20;R
314004824;2022-10-12 15:00:00;0.2;R;19;R
315107746;2022-10-12 15:00:00;0.22;R;19;R
314004824;2022-10-12 16:00:00;0.23;R;18;R
315107746;2022-10-12 16:00:00;0.22;R;18;R
314004824;2022-10-12 17:00:00;0.2;R;17;R
315107746;2022-10-12 17:00:00;0.71;R;17;R
315107746;2022-10-12 18:00:00;0.22;R;16;R
314004824;2022-10-12 18:00:00;0.33;R;16;R
314004824;2022-10-12 19:00:00;0.18;R;16;R
315107746;2022-10-12 19:00:00;0.22;R;16;R
314004824;2022-10-12 20:00:00;0.26;R;16;R
315107746;2022-10-12 20:00:00;0.23;R;16;R
315107746;2022-10-12 21:00:00;0.22;R;15;R
314004824;2022-10-12 21:00:00;0.23;R;15;R
315107746;2022-10-12 22:00:00;0.22;R;15;R
314004824;2022-10-12 22:00:00;0.13;R;15;R
314004824;2022-10-12 23:00:00;0.2;R;14;R
315107746;2022-10-12 23:00:00;0.63;R;14;R
315107746;2022-10-13 00:00:00;1.66;R;14;R
314004824;2022-10-13 00:00:00;0.16;R;14;R
315107746;2022-10-13 01:00:00;0.27;R;14;R
314004824;2022-10-13 01:00:00;0.19;R;14;R
314004824;2022-10-13 02:00:00;0.09;R;13;R
315107746;2022-10-13 02:00:00;0.24;R;13;R
314004824;2022-10-13 03:00:00;0.14;R;14;R
315107746;2022-10-13 03:00:00;0.23;R;14;R
314004824;2022-10-13 04:00:00;0.1;R;14;R
315107746;2022-10-13 04:00:00;0.22;R;14;R
314004824;2022-10-13 05:00:00;0.1;R;13;R
315107746;2022-10-13 05:00:00;0.72;R;13;R
314004824;2022-10-13 06:00:00;0.14;R;14;R
315107746;2022-10-13 06:00:00;0.23;R;14;R
315107746;2022-10-13 07:00:00;0.22;R;15;R
314004824;2022-10-13 07:00:00;0.07;R;15;R
315107746;2022-10-13 08:00:00;0.23;R;16;R
314004824;2022-10-13 08:00:00;0.16;R;16;R
315107746;2022-10-13 09:00:00;0.29;R;17;R
314004824;2022-10-13 09:00:00;0.09;R;17;R
315107746;2022-10-13 10:00:00;0.44;R;17;R
314004824;2022-10-13 10:00:00;0.24;R;17;R
314004824;2022-10-13 11:00:00;0.08;R;16;R
315107746;2022-10-13 11:00:00;0.33;R;16;R
315107746;2022-10-13 12:00:00;1.12;R;17;R
314004824;2022-10-13 12:00:00;0.2;R;17;R
314004824;2022-10-13 13:00:00;0.16;R;18;R
315107746;2022-10-13 13:00:00;2.68;R;18;R
314004824;2022-10-13 14:00:00;0.3;R;18;R
315107746;2022-10-13 14:00:00;1.34;R;18;R
314004824;2022-10-13 15:00:00;0.35;R;14;R
315107746;2022-10-13 15:00:00;0.48;R;14;R
314004824;2022-10-13 16:00:00;0.2;R;13;R
315107746;2022-10-13 16:00:00;0.34;R;13;R
314004824;2022-10-13 17:00:00;0.26;R;13;R
315107746;2022-10-13 17:00:00;0.27;R;13;R
315107746;2022-10-13 18:00:00;0.23;R;13;R
314004824;2022-10-13 18:00:00;0.21;R;13;R
314004824;2022-10-13 19:00:00;0.25;R;12;R
315107746;2022-10-13 19:00:00;0.39;R;12;R
315107746;2022-10-13 20:00:00;0.93;R;12;R
314004824;2022-10-13 20:00:00;0.19;R;12;R
315107746;2022-10-13 21:00:00;1.38;R;12;R
314004824;2022-10-13 21:00:00;0.26;R;12;R
314004824;2022-10-13 22:00:00;0.18;R;12;R
315107746;2022-10-13 22:00:00;1.6;R;12;R
314004824;2022-10-13 23:00:00;0.4;R;11;R
315107746;2022-10-13 23:00:00;0.58;R;11;R
315107746;2022-10-14 00:00:00;1.55;R;11;R
314004824;2022-10-14 00:00:00;0.24;R;11;R
315107746;2022-10-14 01:00:00;0.24;R;11;R
314004824;2022-10-14 01:00:00;0.1;R;11;R
315107746;2022-10-14 02:00:00;0.22;R;11;R
314004824;2022-10-14 02:00:00;0.09;R;11;R
315107746;2022-10-14 03:00:00;0.22;R;11;R
314004824;2022-10-14 03:00:00;0.17;R;11;R
314004824;2022-10-14 04:00:00;0.07;R;10;R
315107746;2022-10-14 04:00:00;0.23;R;10;R
314004824;2022-10-14 05:00:00;0.15;R;10;R
315107746;2022-10-14 05:00:00;0.7;R;10;R
314004824;2022-10-14 06:00:00;0.09;R;10;R
315107746;2022-10-14 06:00:00;0.23;R;10;R
314004824;2022-10-14 07:00:00;0.13;R;11;R
315107746;2022-10-14 07:00:00;0.25;R;11;R
314004824;2022-10-14 08:00:00;0.12;R;12;R
315107746;2022-10-14 08:00:00;0.24;R;12;R
315107746;2022-10-14 09:00:00;0.22;R;13;R
314004824;2022-10-14 09:00:00;0.26;R;13;R
314004824;2022-10-14 10:00:00;0.28;R;13;R
315107746;2022-10-14 10:00:00;0.22;R;13;R
315107746;2022-10-14 11:00:00;0.22;R;14;R
314004824;2022-10-14 11:00:00;0.18;R;14;R
315107746;2022-10-14 12:00:00;0.23;R;15;R
314004824;2022-10-14 12:00:00;0.08;R;15;R
315107746;2022-10-14 13:00:00;0.23;R;16;R
314004824;2022-10-14 13:00:00;0.35;R;16;R
315107746;2022-10-14 14:00:00;0.23;R;16;R
314004824;2022-10-14 14:00:00;0.15;R;16;R
315107746;2022-10-14 15:00:00;0.84;R;15;R
314004824;2022-10-14 15:00:00;0.15;R;15;R
315107746;2022-10-14 16:00:00;0.23;R;15;R
314004824;2022-10-14 16:00:00;0.07;R;15;R
315107746;2022-10-14 17:00:00;0.33;R;14;R
314004824;2022-10-14 17:00:00;0.16;R;14;R
315107746;2022-10-14 18:00:00;0.41;R;13;R
314004824;2022-10-14 18:00:00;0.07;R;13;R
315107746;2022-10-14 19:00:00;0.68;R;12;R
314004824;2022-10-14 19:00:00;0.13;R;12;R
315107746;2022-10-14 20:00:00;0.88;R;10;R
314004824;2022-10-14 20:00:00;0.1;R;10;R
315107746;2022-10-14 21:00:00;0.29;R;8;R
314004824;2022-10-14 21:00:00;0.09;R;8;R
315107746;2022-10-14 22:00:00;0.26;R;6;R
314004824;2022-10-14 22:00:00;0.14;R;6;R
315107746;2022-10-14 23:00:00;0.76;R;7;R
314004824;2022-10-14 23:00:00;0.08;R;7;R
314004824;2022-10-15 00:00:00;0.27;R;7;R
315107746;2022-10-15 00:00:00;1.96;R;7;R
314004824;2022-10-15 01:00:00;0.22;R;6;R
315107746;2022-10-15 01:00:00;0.26;R;6;R
315107746;2022-10-15 02:00:00;0.31;R;7;R
314004824;2022-10-15 02:00:00;0.12;R;7;R
314004824;2022-10-15 03:00:00;0.13;R;4;R
315107746;2022-10-15 03:00:00;0.34;R;4;R
315107746;2022-10-15 04:00:00;0.57;R;4;R
314004824;2022-10-15 04:00:00;0.15;R;4;R
314004824;2022-10-15 05:00:00;0.07;R;5;R
315107746;2022-10-15 05:00:00;0.94;R;5;R
315107746;2022-10-15 06:00:00;0.58;R;6;R
314004824;2022-10-15 06:00:00;0.22;R;6;R
315107746;2022-10-15 07:00:00;0.53;R;7;R
314004824;2022-10-15 07:00:00;0.18;R;7;R
314004824;2022-10-15 08:00:00;0.21;R;9;R
315107746;2022-10-15 08:00:00;0.51;R;9;R
314004824;2022-10-15 09:00:00;0.19;R;11;R
315107746;2022-10-15 09:00:00;0.52;R;11;R
315107746;2022-10-15 10:00:00;0.54;R;14;R
314004824;2022-10-15 10:00:00;0.13;R;14;R
314004824;2022-10-15 11:00:00;0.12;R;17;R
315107746;2022-10-15 11:00:00;1.19;R;17;R
314004824;2022-10-15 12:00:00;0.1;R;17;R
315107746;2022-10-15 12:00:00;0.65;R;17;R
315107746;2022-10-15 13:00:00;0.73;R;18;R
314004824;2022-10-15 13:00:00;0.11;R;18;R
314004824;2022-10-15 14:00:00;0.1;R;17;R
315107746;2022-10-15 14:00:00;0.75;R;17;R
315107746;2022-10-15 15:00:00;0.27;R;18;R
314004824;2022-10-15 15:00:00;0.11;R;18;R
315107746;2022-10-15 16:00:00;0.29;R;17;R
314004824;2022-10-15 16:00:00;0.11;R;17;R
314004824;2022-10-15 17:00:00;0.09;R;14;R
315107746;2022-10-15 17:00:00;0.3;R;14;R
315107746;2022-10-15 18:00:00;2.62;R;14;R
314004824;2022-10-15 18:00:00;0.13;R;14;R
315107746;2022-10-15 19:00:00;0.66;R;13;R
314004824;2022-10-15 19:00:00;0.07;R;13;R
314004824;2022-10-15 20:00:00;0.22;R;13;R
315107746;2022-10-15 20:00:00;1.89;R;13;R
315107746;2022-10-15 21:00:00;0.3;R;12;R
314004824;2022-10-15 21:00:00;0.34;R;12;R
315107746;2022-10-15 22:00:00;3.03;R;10;R
314004824;2022-10-15 22:00:00;0.12;R;10;R
315107746;2022-10-15 23:00:00;1.29;R;10;R
314004824;2022-10-15 23:00:00;0.21;R;10;R
315107746;2022-10-16 00:00:00;0.26;R;9;R
314004824;2022-10-16 00:00:00;0.17;R;9;R
315107746;2022-10-16 01:00:00;0.22;R;8;R
314004824;2022-10-16 01:00:00;0.14;R;8;R
315107746;2022-10-16 02:00:00;0.88;R;8;R
314004824;2022-10-16 02:00:00;0.08;R;8;R
314004824;2022-10-16 03:00:00;0.22;R;7;R
315107746;2022-10-16 03:00:00;0.27;R;7;R
315107746;2022-10-16 04:00:00;0.23;R;7;R
314004824;2022-10-16 04:00:00;0.16;R;7;R
314004824;2022-10-16 05:00:00;0.06;R;7;R
315107746;2022-10-16 05:00:00;0.25;R;7;R
315107746;2022-10-16 06:00:00;0.26;R;8;R
314004824;2022-10-16 06:00:00;0.15;R;8;R
314004824;2022-10-16 07:00:00;0.06;R;9;R
315107746;2022-10-16 07:00:00;0.25;R;9;R
315107746;2022-10-16 08:00:00;0.25;R;11;R
314004824;2022-10-16 08:00:00;0.14;R;11;R
315107746;2022-10-16 09:00:00;0.33;R;12;R
314004824;2022-10-16 09:00:00;0.09;R;12;R
315107746;2022-10-16 10:00:00;0.88;R;13;R
314004824;2022-10-16 10:00:00;0.1;R;13;R
315107746;2022-10-16 11:00:00;0.77;R;13;R
314004824;2022-10-16 11:00:00;0.11;R;13;R
314004824;2022-10-16 12:00:00;0.19;R;13;R
315107746;2022-10-16 12:00:00;1.21;R;13;R
314004824;2022-10-16 13:00:00;0.15;R;13;R
315107746;2022-10-16 13:00:00;0.36;R;13;R
315107746;2022-10-16 14:00:00;0.4;R;14;R
314004824;2022-10-16 14:00:00;0.1;R;14;R
315107746;2022-10-16 15:00:00;1.7;R;14;R
314004824;2022-10-16 15:00:00;0.15;R;14;R
315107746;2022-10-16 16:00:00;0.37;R;12;R
314004824;2022-10-16 16:00:00;0.23;R;12;R
315107746;2022-10-16 17:00:00;0.31;R;11;R
314004824;2022-10-16 17:00:00;0.17;R;11;R
315107746;2022-10-16 18:00:00;4.89;R;12;R
314004824;2022-10-16 18:00:00;0.17;R;12;R
315107746;2022-10-16 19:00:00;2.07;R;12;R
314004824;2022-10-16 19:00:00;0.15;R;12;R
314004824;2022-10-16 20:00:00;0.17;R;12;R
315107746;2022-10-16 20:00:00;2.78;R;12;R
314004824;2022-10-16 21:00:00;0.19;R;11;R
315107746;2022-10-16 21:00:00;1.12;R;11;R
314004824;2022-10-16 22:00:00;0.24;R;11;R
315107746;2022-10-16 22:00:00;0.99;R;11;R
314004824;2022-10-16 23:00:00;0.28;R;10;R
315107746;2022-10-16 23:00:00;0.22;R;10;R
314004824;2022-10-17 00:00:00;0.25;R;9;R
315107746;2022-10-17 00:00:00;0.23;R;9;R
315107746;2022-10-17 01:00:00;0.23;R;9;R
314004824;2022-10-17 01:00:00;0.13;R;9;R
314004824;2022-10-17 02:00:00;0.27;R;8;R
315107746;2022-10-17 02:00:00;0.73;R;8;R
314004824;2022-10-17 03:00:00;0.22;R;8;R
315107746;2022-10-17 03:00:00;0.22;R;8;R
314004824;2022-10-17 04:00:00;0.12;R;8;R
315107746;2022-10-17 04:00:00;0.22;R;8;R
315107746;2022-10-17 05:00:00;0.24;R;8;R
314004824;2022-10-17 05:00:00;0.19;R;8;R
314004824;2022-10-17 06:00:00;0.07;R;9;R
315107746;2022-10-17 06:00:00;0.22;R;9;R
315107746;2022-10-17 07:00:00;0.29;R;10;R
314004824;2022-10-17 07:00:00;0.16;R;10;R
315107746;2022-10-17 08:00:00;0.34;R;11;R
314004824;2022-10-17 08:00:00;0.19;R;11;R
314004824;2022-10-17 09:00:00;0.08;R;12;R
315107746;2022-10-17 09:00:00;0.27;R;12;R
314004824;2022-10-17 10:00:00;0.12;R;13;R
315107746;2022-10-17 10:00:00;0.65;R;13;R
314004824;2022-10-17 11:00:00;0.1;R;15;R
315107746;2022-10-17 11:00:00;1.23;R;15;R
314004824;2022-10-17 12:00:00;0.11;R;15;R
315107746;2022-10-17 12:00:00;1.39;R;15;R
315107746;2022-10-17 13:00:00;0.29;R;15;R
314004824;2022-10-17 13:00:00;0.11;R;15;R
315107746;2022-10-17 14:00:00;0.41;R;12;R
314004824;2022-10-17 14:00:00;0.09;R;12;R
314004824;2022-10-17 15:00:00;0.25;R;12;R
315107746;2022-10-17 15:00:00;0.41;R;12;R
314004824;2022-10-17 16:00:00;0.24;R;12;R
315107746;2022-10-17 16:00:00;0.4;R;12;R
314004824;2022-10-17 17:00:00;0.27;R;12;R
315107746;2022-10-17 17:00:00;0.8;R;12;R
315107746;2022-10-17 18:00:00;0.37;R;12;R
314004824;2022-10-17 18:00:00;0.32;R;12;R
315107746;2022-10-17 19:00:00;0.4;R;11;R
314004824;2022-10-17 19:00:00;0.3;R;11;R
315107746;2022-10-17 20:00:00;0.27;R;11;R
314004824;2022-10-17 20:00:00;0.31;R;11;R
315107746;2022-10-17 21:00:00;0.42;R;10;R
314004824;2022-10-17 21:00:00;0.26;R;10;R
315107746;2022-10-17 22:00:00;0.21;R;9;R
314004824;2022-10-17 22:00:00;0.2;R;9;R
314004824;2022-10-17 23:00:00;0.23;R;9;R
315107746;2022-10-17 23:00:00;0.33;R;9;R
315107746;2022-10-18 00:00:00;3.26;R;9;R
314004824;2022-10-18 00:00:00;0.17;R;9;R
314004824;2022-10-18 01:00:00;0.08;R;9;R
315107746;2022-10-18 01:00:00;0.3;R;9;R
314004824;2022-10-18 02:00:00;0.13;R;9;R
315107746;2022-10-18 02:00:00;0.28;R;9;R
314004824;2022-10-18 03:00:00;0.1;R;9;R
315107746;2022-10-18 03:00:00;0.22;R;9;R
314004824;2022-10-18 04:00:00;0.07;R;8;R
315107746;2022-10-18 04:00:00;0.53;R;8;R
314004824;2022-10-18 05:00:00;0.17;R;8;R
315107746;2022-10-18 05:00:00;0.41;R;8;R
314004824;2022-10-18 06:00:00;0.06;R;8;R
315107746;2022-10-18 06:00:00;0.2;R;8;R
315107746;2022-10-18 07:00:00;0.25;R;8;R
314004824;2022-10-18 07:00:00;0.21;R;8;R
314004824;2022-10-18 08:00:00;0.16;R;9;R
315107746;2022-10-18 08:00:00;0.23;R;9;R
314004824;2022-10-18 09:00:00;0.06;R;9;R
315107746;2022-10-18 09:00:00;0.24;R;9;R
315107746;2022-10-18 10:00:00;0.28;R;10;R
314004824;2022-10-18 10:00:00;0.12;R;10;R
315107746;2022-10-18 11:00:00;1.59;R;11;R
314004824;2022-10-18 11:00:00;0.09;R;11;R
314004824;2022-10-18 12:00:00;0.06;R;11;R
315107746;2022-10-18 12:00:00;0.95;R;11;R
315107746;2022-10-18 13:00:00;0.31;R;12;R
314004824;2022-10-18 13:00:00;0.15;R;12;R
314004824;2022-10-18 14:00:00;0.06;R;12;R
315107746;2022-10-18 14:00:00;0.58;R;12;R
314004824;2022-10-18 15:00:00;0.21;R;11;R
315107746;2022-10-18 15:00:00;0.37;R;11;R
314004824;2022-10-18 16:00:00;0.14;R;11;R
315107746;2022-10-18 16:00:00;0.39;R;11;R
315107746;2022-10-18 17:00:00;0.47;R;9;R
314004824;2022-10-18 17:00:00;0.08;R;9;R
314004824;2022-10-18 18:00:00;0.24;R;9;R
315107746;2022-10-18 18:00:00;1.1;R;9;R
315107746;2022-10-18 19:00:00;0.34;R;7;R
314004824;2022-10-18 19:00:00;0.26;R;7;R
314004824;2022-10-18 20:00:00;0.22;R;7;R
315107746;2022-10-18 20:00:00;0.33;R;7;R
315107746;2022-10-18 21:00:00;0.25;R;7;R
314004824;2022-10-18 21:00:00;0.19;R;7;R
315107746;2022-10-18 22:00:00;0.28;R;5;R
314004824;2022-10-18 22:00:00;0.15;R;5;R
314004824;2022-10-18 23:00:00;0.21;R;5;R
315107746;2022-10-18 23:00:00;0.4;R;5;R
314004824;2022-10-19 00:00:00;0.24;R;4;R
315107746;2022-10-19 00:00:00;2.14;R;4;R
315107746;2022-10-19 01:00:00;0.28;R;5;R
314004824;2022-10-19 01:00:00;0.12;R;5;R
315107746;2022-10-19 02:00:00;0.28;R;4;R
314004824;2022-10-19 02:00:00;0.12;R;4;R
315107746;2022-10-19 03:00:00;0.28;R;2;R
314004824;2022-10-19 03:00:00;0.12;R;2;R
315107746;2022-10-19 04:00:00;0.29;R;3;R
314004824;2022-10-19 04:00:00;0.07;R;3;R
315107746;2022-10-19 05:00:00;0.83;R;4;R
314004824;2022-10-19 05:00:00;0.16;R;4;R
315107746;2022-10-19 06:00:00;0.43;R;4;R
314004824;2022-10-19 06:00:00;0.06;R;4;R
314004824;2022-10-19 07:00:00;0.11;R;7;R
315107746;2022-10-19 07:00:00;0.37;R;7;R
314004824;2022-10-19 08:00:00;0.12;R;8;R
315107746;2022-10-19 08:00:00;0.39;R;8;R
314004824;2022-10-19 09:00:00;0.19;R;8;R
315107746;2022-10-19 09:00:00;0.4;R;8;R
314004824;2022-10-19 10:00:00;0.18;R;9;R
315107746;2022-10-19 10:00:00;3.39;R;9;R
314004824;2022-10-19 11:00:00;0.13;R;9;R
315107746;2022-10-19 11:00:00;0.95;R;9;R
314004824;2022-10-19 12:00:00;0.07;R;10;R
315107746;2022-10-19 12:00:00;1.05;R;10;R
314004824;2022-10-19 13:00:00;0.14;R;10;R
315107746;2022-10-19 13:00:00;0.29;R;10;R
315107746;2022-10-19 14:00:00;0.34;R;7;R
314004824;2022-10-19 14:00:00;0.11;R;7;R
315107746;2022-10-19 15:00:00;0.39;R;9;R
314004824;2022-10-19 15:00:00;0.23;R;9;R
314004824;2022-10-19 16:00:00;0.23;R;6;R
315107746;2022-10-19 16:00:00;0.44;R;6;R
315107746;2022-10-19 17:00:00;1.64;R;6;R
314004824;2022-10-19 17:00:00;0.12;R;6;R
314004824;2022-10-19 18:00:00;0.36;R;5;R
315107746;2022-10-19 18:00:00;1.07;R;5;R
315107746;2022-10-19 19:00:00;0.35;R;7;R
314004824;2022-10-19 19:00:00;0.18;R;7;R
314004824;2022-10-19 20:00:00;0.13;R;6;R
315107746;2022-10-19 20:00:00;0.32;R;6;R
315107746;2022-10-19 21:00:00;0.56;R;7;R
314004824;2022-10-19 21:00:00;0.23;R;7;R
315107746;2022-10-19 22:00:00;0.66;R;7;R
314004824;2022-10-19 22:00:00;0.15;R;7;R
314004824;2022-10-19 23:00:00;0.22;R;7;R
315107746;2022-10-19 23:00:00;0.31;R;7;R
315107746;2022-10-20 00:00:00;2.16;R;7;R
314004824;2022-10-20 00:00:00;0.26;R;7;R
315107746;2022-10-20 01:00:00;0.33;R;8;R
314004824;2022-10-20 01:00:00;0.19;R;8;R
315107746;2022-10-20 02:00:00;0.33;R;6;R
314004824;2022-10-20 02:00:00;0.09;R;6;R
314004824;2022-10-20 03:00:00;0.09;R;6;R
315107746;2022-10-20 03:00:00;0.33;R;6;R
315107746;2022-10-20 04:00:00;0.34;R;7;R
314004824;2022-10-20 04:00:00;0.16;R;7;R
315107746;2022-10-20 05:00:00;0.35;R;7;R
314004824;2022-10-20 05:00:00;0.07;R;7;R
315107746;2022-10-20 06:00:00;0.81;R;7;R
314004824;2022-10-20 06:00:00;0.11;R;7;R
315107746;2022-10-20 07:00:00;0.35;R;7;R
314004824;2022-10-20 07:00:00;0.13;R;7;R
315107746;2022-10-20 08:00:00;0.36;R;5;R
314004824;2022-10-20 08:00:00;0.09;R;5;R
315107746;2022-10-20 09:00:00;0.37;R;5;R
314004824;2022-10-20 09:00:00;0.18;R;5;R
315107746;2022-10-20 10:00:00;0.37;R;6;R
314004824;2022-10-20 10:00:00;0.16;R;6;R
315107746;2022-10-20 11:00:00;0.39;R;6;R
314004824;2022-10-20 11:00:00;0.07;R;6;R
314004824;2022-10-20 12:00:00;0.13;R;6;R
315107746;2022-10-20 12:00:00;0.57;R;6;R
314004824;2022-10-20 13:00:00;0.22;R;7;R
315107746;2022-10-20 13:00:00;0.47;R;7;R
315107746;2022-10-20 14:00:00;0.39;R;7;R
314004824;2022-10-20 14:00:00;0.11;R;7;R
314004824;2022-10-20 15:00:00;0.07;R;6;R
315107746;2022-10-20 15:00:00;0.88;R;6;R
315107746;2022-10-20 16:00:00;0.35;R;7;R
314004824;2022-10-20 16:00:00;0.16;R;7;R
314004824;2022-10-20 17:00:00;0.07;R;6;R
315107746;2022-10-20 17:00:00;0.37;R;6;R
314004824;2022-10-20 18:00:00;0.09;R;6;R
315107746;2022-10-20 18:00:00;1.06;R;6;R
315107746;2022-10-20 19:00:00;1.62;R;7;R
314004824;2022-10-20 19:00:00;0.14;R;7;R
315107746;2022-10-20 20:00:00;0.45;R;6;R
314004824;2022-10-20 20:00:00;0.15;R;6;R
315107746;2022-10-20 21:00:00;2.17;R;7;R
314004824;2022-10-20 21:00:00;0.31;R;7;R
314004824;2022-10-20 22:00:00;0.22;R;7;R
315107746;2022-10-20 22:00:00;0.39;R;7;R
314004824;2022-10-20 23:00:00;0.27;R;7;R
315107746;2022-10-20 23:00:00;0.42;R;7;R
314004824;2022-10-21 00:00:00;0.22;R;7;R
315107746;2022-10-21 00:00:00;0.45;R;7;R
314004824;2022-10-21 01:00:00;0.13;R;6;R
315107746;2022-10-21 01:00:00;0.96;R;6;R
314004824;2022-10-21 02:00:00;0.07;R;6;R
315107746;2022-10-21 02:00:00;0.43;R;6;R
315107746;2022-10-21 03:00:00;0.43;R;6;R
314004824;2022-10-21 03:00:00;0.16;R;6;R
315107746;2022-10-21 04:00:00;0.44;R;5;R
314004824;2022-10-21 04:00:00;0.07;R;5;R
315107746;2022-10-21 05:00:00;0.43;R;6;R
314004824;2022-10-21 05:00:00;0.1;R;6;R
315107746;2022-10-21 06:00:00;0.41;R;6;R
314004824;2022-10-21 06:00:00;0.13;R;6;R
315107746;2022-10-21 07:00:00;0.4;R;6;R
314004824;2022-10-21 07:00:00;0.07;R;6;R
